dates,weekday,age,BMI,sex,favorite_food,allergies,ethnicity,haircolor,eye_color,BFI_O,BFI_C,BFI_E,BFI_A,BFI_N,scratch,itch,coinflip,blood_type,first_name,identifier,normal,werewolf,wererabbit
1964-06-06,Sat,52,16.482135712798673,male,Lamb,NA,white,brown,brown,2.9389930284078365,4.839933735178861,3.7000083309682053,3.7982186265233566,1.6383451993378793,7,5,tails,A+,Jonatha,107,0.32999999999999996,0.5800000000000001,0.08999999999999997
1971-01-30,Sat,45,24.864041974821106,male,Waffles,NA,white,brown,hazel,5.3486490406098035,3.8893521327208838,2.540557412244264,4.366123295639424,3.424036945242377,2,3,tails,O+,Teddy,847,0.060000000000000026,0.74,0.19999999999999998
1994-04-07,Thurs,22,19.731764860392357,male,Mashed potatoes,NA,hispanic,black,brown,4.400712712537185,2.4741276319532712,3.8026847693295087,3.48824551859392,3.0752919891562285,2,3,tails,O+,Mickie,2,0.010000000000000092,0.41,0.58
1986-04-11,Fri,30,37.811022469287124,female,Banana,NA,white,brown,brown,4.57460602650248,3.604402183622753,4.2077319627779675,3.45824875404176,3.722105536667887,1,3,heads,AB+,Chellie,81,0.46,0.17000000000000004,0.36999999999999994
1984-03-17,Sat,32,17.445013173310237,male,Salmon,NA,white,brown,blue,3.6592116929564193,2.771862879344774,1.41584092661414,4.029905251895116,2.8638350394374124,2,2,heads,B+,Danielle,35,0.7999999999999999,0.20000000000000007,0.0
1974-04-24,Wed,42,31.614557417593133,female,Donuts,NA,white,brown,hazel,2.498036947883951,3.8461623891211345,4.08208575932212,3.9601553006921337,4.581762588373325,6,2,heads,A+,Nickol,467,0.32,0.44,0.24000000000000005
1999-01-02,Sat,17,13.277227290876093,female,Salmon,NA,white,light brown,brown,3.4845758217863207,4.06768015023614,2.933597099887958,3.9426400714492678,4.011080160008943,2,5,tails,A+,Eleanora,902,0.5,0.33999999999999997,0.16000000000000003
1979-05-06,Sun,37,19.80748390327866,female,Mushrooms,NA,hispanic,black,hazel,3.737789481136857,3.539313106580164,3.7962514965456764,3.7495389904335594,2.879423817091831,1,7,heads,A+,Jenie,462,0.060000000000000005,0.7899999999999999,0.15000000000000008
1969-02-22,Sat,47,19.475805644691317,male,Beef,NA,black,black,black,4.226099942637761,2.9703181579029656,2.711346469504629,4.618318899939395,4.482128901389585,4,3,tails,A+,Kyril,832,0.3,0.42,0.2800000000000001
1963-12-05,Thurs,52,29.233427371534486,male,Pizza,NA,white,brown,brown,2.835317984698079,3.2305140036082522,3.262210139519861,3.5337161829545938,3.1424553118372933,3,1,tails,A+,Garnett,662,0.32999999999999996,0.44999999999999996,0.22000000000000008
1978-09-07,Thurs,37,22.927999315806787,female,Watermelon,NA,hispanic,black,brown,3.9302402856293894,3.0591597859088195,4.716930125992469,3.992661344402388,4.19257161601956,1,5,tails,A+,Haley,381,0.10000000000000006,0.45999999999999996,0.43999999999999995
1979-02-17,Sat,37,27.00409023597241,female,Turkey,NA,hispanic,brown,brown,4.070479913438941,3.4035986611988474,2.240743582860626,4.655419873440068,3.3191117965019097,4,2,tails,O+,Lara,97,0.15,0.75,0.1
1986-03-12,Wed,30,28.009347794288416,male,Blueberries,NA,hispanic,black,brown,3.3585173467265546,3.9487815039348217,2.8163268957757066,4.069209359563797,3.5181096975019375,2,7,tails,A+,Bryce,281,0.43,0.54,0.02999999999999997
1976-11-24,Wed,39,24.04165223980784,male,Sweetcorn,soy,black,black,black,3.6463269687895017,3.6539089851352653,2.3634870598080573,4.748999852092637,3.319648198408089,6,1,tails,B-,Garon,997,0.03,0.88,0.09
1985-01-28,Mon,31,37.509177004499705,female,Sushi,NA,hispanic,black,brown,3.204734687565868,2.0596721656571493,6.181125030507307,2.9304672124221556,3.7108237687323147,1,1,tails,O+,Ryane,165,0.02,0.59,0.39
1975-12-28,Sun,40,24.78709431372183,male,Beef,NA,hispanic,brown,brown,4.84097094891947,2.868530635843553,3.806071497666434,4.188510509567407,5.327175006798564,4,4,heads,O+,Dejuan,385,0.42,0.13,0.45
1995-04-09,Sun,21,34.9763099506474,male,Rice pudding,NA,white,light brown,brown,5.144024026473643,4.1485812249606315,3.3834642643015753,3.8104308197864554,2.9743791000420425,6,3,heads,O+,Jarvis,759,0.38,0.44,0.18000000000000005
1971-03-25,Thurs,45,32.25339012621536,male,Turkey,NA,hispanic,black,brown,3.6686304244796997,3.0232919313370217,2.666786111361724,2.7248989596655937,2.6595566805825817,7,2,heads,A+,Rephael,463,0.59,0.20000000000000007,0.20999999999999996
1965-01-30,Sat,51,33.292193704590275,female,Mushrooms,NA,white,light brown,brown,3.3499089714218595,2.5635514584767556,2.644849961880392,3.7073656286858623,4.006341946598094,6,2,heads,A+,Clarissa,304,0.32,0.43,0.25000000000000006
1996-08-30,Fri,19,25.482806925593415,female,Sushi,NA,white,brown,blue,3.4501758273768757,2.821466542260393,3.210523948126345,2.347705154686935,3.48141211360929,3,1,tails,A+,Leasa,518,0.59,0.41,1.1102230246251565e-16
1967-11-29,Wed,48,22.82226523675199,female,Mango,tree nuts (such as cashews or walnuts),white,light brown,green,4.150793489066887,3.5563274244434235,3.1738493763299425,4.245008351268199,3.0461448143634944,4,7,tails,A+,Joella,915,0.08000000000000004,0.71,0.21
1962-12-27,Thurs,53,26.805757724534363,female,Soup,NA,white,brown,green,3.2478843731010367,2.2825858561988515,3.3440119395211894,4.435869512925381,3.0366589905662793,3,2,heads,O+,Kimbery,232,0.6,0.14,0.26
1998-12-24,Thurs,17,33.820698184066536,female,Pasta,NA,white,black,green,4.40617914646722,3.9792529376058092,1.1299044426734581,3.601930389920362,2.355732421642749,6,1,tails,A+,Cyan,31,0.10000000000000006,0.5,0.3999999999999999
1979-10-12,Fri,36,29.791437485252963,female,Prawns,NA,hispanic,brown,green,3.7086589985526786,3.6949991385712924,5.282414565912326,4.420979406270086,2.9573732024779904,4,3,heads,A-,Kieran,434,0.44,0.15000000000000002,0.41
1978-05-20,Sat,38,27.269335457524303,female,Corned Beef,NA,hispanic,brown,brown,4.598978215143674,5.001436822913894,1.7693519166017244,4.7157367302429725,2.4906412142973027,4,5,tails,A+,Antwonette,878,0.32,0.5800000000000001,0.09999999999999992
1993-12-21,Tues,22,21.017298901353673,male,Pancakes,NA,white,blond,hazel,3.1900603025142256,3.842876462020522,2.7986180929085633,4.021617505355489,0.9898733834732503,6,6,heads,B+,Cardell,464,0.35,0.5700000000000001,0.07999999999999996
1970-01-16,Fri,46,27.730990404358913,male,Tuna,NA,hispanic,black,blue,4.02138929983811,3.4551313316578645,2.834376929289281,3.9989278655183678,3.0431565944550654,7,2,tails,O-,Bret,800,0.18000000000000002,0.54,0.2799999999999999
1996-03-19,Tues,20,15.558505116737665,female,Popcorn,NA,white,black,blue,5.112277506292938,4.5269357888374,2.0839006280130175,2.7172490607505617,2.6890565044132244,5,6,tails,O+,Kendall,76,0.48,0.48,0.040000000000000036
1989-03-05,Sun,27,35.029638538932474,female,Artichokes,NA,white,light brown,blue,3.9913188258397634,3.748978615172876,5.540764604062454,3.2703642416448004,3.8980730480467476,2,5,tails,O-,Debora,69,0.20000000000000004,0.47,0.32999999999999996
1960-02-03,Wed,56,24.934112975328237,male,Grapes,NA,black,black,brown,4.933256160177745,4.442727727064073,2.7900838981772615,4.150985720448267,2.6205642072393296,1,6,tails,A+,Dong,885,0.08000000000000004,0.84,0.07999999999999999
1974-09-09,Mon,41,37.27549120101696,female,Sushi,NA,hispanic,brown,brown,4.031959549987329,4.444607636272879,4.071876245850811,2.868869025170963,2.88022472730581,6,1,heads,O+,Minday,90,0.73,0.19000000000000006,0.07999999999999996
1979-11-13,Tues,36,16.711148338093295,male,Peanut Butter,NA,white,brown,hazel,3.3141315195341052,3.748324427817259,2.904920101417984,4.289797912141475,4.6428125656037595,1,2,tails,B-,Pj,529,0.32,0.48,0.2
1982-11-21,Sun,33,14.73440466887206,female,Donuts,NA,white,brown,blue,3.307251502218703,2.7075403822097943,2.551931897542244,3.3576048391463433,2.125465635226126,6,5,tails,O+,Amarilys,242,8.326672684688674e-17,0.5800000000000001,0.4199999999999998
1961-03-15,Wed,55,24.95977970354759,female,Watermelon,NA,white,blond,brown,4.677416650281958,3.43463688488397,3.2663766839158757,4.415465273609213,3.2501708314199447,3,4,heads,A+,Lucia,176,0.52,0.14,0.33999999999999997
1974-02-17,Sun,42,36.56962326442089,female,Prawns,NA,white,brown,hazel,4.099403948616688,3.472843110614451,4.165594726035269,3.314476550338966,3.383953971242093,5,5,tails,A+,Nadra,32,0.32999999999999996,0.5800000000000001,0.08999999999999997
1985-03-14,Thurs,31,24.426906877293536,female,Cashwew nuts,NA,white,brown,brown,3.813326643937964,4.185048871987376,3.101478785469159,4.184969618016881,4.153902874448376,7,7,heads,B-,Kaleen,494,0.5700000000000001,0.21000000000000008,0.21999999999999986
1973-06-24,Sun,43,16.217804917384953,male,Corned Beef,NA,white,brown,hazel,3.079042139492669,3.063589451845806,3.713894106288959,4.30580611036233,2.9763809569249338,1,5,heads,O+,Bernis,299,0.3,0.28,0.42
1960-04-04,Mon,56,32.49085478835465,female,Donuts,NA,white,brown,brown,4.458916148000116,3.6655371973921316,5.063423253920066,4.423609651236121,2.579692258694074,5,1,heads,O+,Idolina,55,0.44,0.10000000000000009,0.4599999999999999
1969-09-01,Mon,46,35.43376849200783,male,Halibut,NA,black,black,black,3.641481302384772,4.234074874902387,1.6531612646208875,4.255138880955496,3.949086305505561,3,1,tails,A+,Daryl,664,0.39,0.39,0.21999999999999997
1998-12-08,Tues,17,33.47564569165014,female,Eggs,NA,white,blond,hazel,4.926643879606194,2.7440666071218134,2.685803518340273,5.320408469028581,4.114342191950825,7,6,heads,A+,Taba,645,0.38,0.27,0.35
1989-03-11,Sat,27,24.48814285055859,male,Chicken,eggs,white,light brown,brown,3.795494234642664,3.658770881123733,2.221918188837324,4.606607887999873,3.816961108251636,5,7,heads,A+,Whitman,51,0.32999999999999996,0.26,0.41000000000000003
1985-10-17,Thurs,30,31.096950323687526,female,Asparagus,NA,white,brown,green,3.6406585165664587,4.213816002210757,3.205532587474339,4.678775331076181,3.936119015897966,4,6,tails,A-,Abimbola,714,0.10000000000000002,0.8500000000000001,0.04999999999999989
1974-09-28,Sat,41,31.442793199803667,female,Cheddar cheese,NA,white,light brown,brown,3.470990319357481,4.170322741072117,2.0614361205515093,3.95830955212538,2.013248629643006,4,5,heads,AB+,Jonathon,410,0.7,0.19000000000000006,0.10999999999999999
1972-07-23,Sun,44,30.88554324541897,male,Asparagus,NA,white,brown,blue,4.0438348917380305,2.4530371291280195,2.3633289092746566,3.066758643524708,4.021769561998575,4,5,tails,A+,Rob,908,0.17,0.39,0.43999999999999995
1963-08-18,Sun,52,33.16520797528409,female,Oysters,NA,hispanic,brown,black,2.644539309609017,4.437550337315137,3.002848909140775,4.621336494923247,2.585521813235948,6,3,heads,AB+,Dorianne,10,0.87,0.10000000000000009,0.029999999999999916
1976-08-12,Thurs,39,23.767747856434198,female,Watermelon,NA,white,brown,hazel,2.9570741854620564,4.621412138203216,1.6574348920690718,3.025296170578251,2.6819833537893514,7,3,tails,A+,Melyna,459,0.060000000000000026,0.44,0.5
1991-01-08,Tues,25,34.111351280042456,female,Turkey,NA,hispanic,brown,brown,3.2992361460386785,4.500751592459783,3.0172992939227914,3.7494129559011733,2.24384129811905,3,4,heads,A+,Samone,149,0.37,0.53,0.09999999999999998
1998-02-28,Sat,18,21.99933270766712,female,Almonds,NA,white,blond,blue,4.955983164315889,4.279459953035968,2.1700738173552008,3.673207812381117,4.721939510928166,6,3,tails,O-,Margaretta,413,0.16,0.59,0.25
1979-10-08,Mon,36,20.878314361700014,male,Meatballs,NA,white,brown,blue,3.569452613218371,4.026098787806059,2.6291213669325906,3.2973133581830107,3.963745457468696,5,7,tails,O+,Augustus,559,0.43,0.49,0.08000000000000002
1995-09-13,Wed,20,33.10048887479269,female,Asparagus,NA,white,brown,hazel,4.343424441015241,2.949031432765048,3.3097921479811583,4.032190118619348,5.378305753064794,6,2,heads,O+,Jeanine,103,0.47,0.43,0.10000000000000009
1972-09-14,Thurs,43,25.854421651585312,female,Sweetcorn,NA,white,brown,blue,3.6886248713184604,4.210123842467595,3.304968993680701,3.8498337123622117,2.6085165814813585,3,1,heads,A+,Darlene,47,0.5,0.20000000000000007,0.29999999999999993
1986-05-10,Sat,30,19.675972632111062,male,Lamb,NA,white,brown,hazel,4.4316565520304145,3.3040880586149894,2.513958344564391,4.28208703688864,1.8599293588403756,6,5,tails,O+,Lige,783,0.5,0.14,0.36
1964-04-19,Sun,52,38.07517158000063,female,Mushrooms,NA,white,light brown,brown,4.468694729387484,4.12964179279845,4.33743442441315,4.5989680397100425,2.890897256125237,5,4,heads,O+,Dulcinea,652,0.7248952594775402,0.10000000000000009,0.17510474052245972
1994-06-01,Wed,22,36.03894941220984,male,Beef,NA,white,brown,hazel,4.022642055713238,3.0617716561798645,3.5548615936442447,3.308914678839952,2.968273488773094,2,6,tails,O+,Kristain,302,0.03,0.51,0.45999999999999996
1992-08-04,Tues,23,24.817096240742725,female,Donuts,NA,white,brown,hazel,5.335247547786828,3.4284382028244424,3.1755288377639372,4.650590960688106,3.3054045242491563,4,6,heads,A+,Ayeshah,998,0.5800000000000001,0.14,0.2799999999999999
1988-02-08,Mon,28,34.08614691708109,female,Mozzarella-cheese,NA,white,blond,blue,4.534152582066995,2.720140895845716,2.4018846846611193,3.8039976083898006,3.7291458510562294,4,4,heads,A+,Jaryn,814,0.86,0.10000000000000009,0.039999999999999925
1960-12-07,Wed,55,27.076879337025783,female,Tuna,NA,hispanic,black,brown,3.4336291116256894,2.687686904566116,3.2654094181018363,2.699604562132704,3.655594274468103,7,6,tails,O-,Veronia,450,0.12000000000000008,0.44999999999999996,0.42999999999999994
1999-05-23,Sun,17,23.4938454771988,female,Lamb,NA,hispanic,brown,brown,3.3380243178194435,3.708191583020076,3.0010859028817367,4.394657108704639,3.234280560446423,6,1,tails,A+,Sophia,411,0.03,0.87,0.1
1961-08-17,Thurs,54,27.985386814172433,female,Asparagus,NA,black,black,brown,3.798847502056855,3.2202660884074295,4.757195688488439,4.347995052433202,2.2775145459749053,5,1,heads,A+,Oletha,417,0.5,0.41,0.09000000000000008
1963-06-07,Fri,53,29.194605415400265,male,Ice Cream,NA,white,black,brown,5.145532357554184,5.301901584233218,3.6392783328704525,4.196074747101983,2.3293302277611847,1,4,heads,O+,Deontae,741,0.59,0.19000000000000006,0.21999999999999997
1971-12-25,Sat,44,20.318249766463698,female,Popcorn,NA,black,brown,black,5.131622436689414,3.099897476449253,2.7500745357878094,3.8559603245776373,3.1379769615428192,1,7,heads,O+,Sonji,359,0.47,0.15000000000000002,0.38
1979-01-19,Fri,37,41.106835211899245,female,Grapes,NA,white,brown,brown,3.8219712056171815,4.248580718939287,5.157853118443418,4.170506880598426,2.9175831565824533,1,5,tails,A+,Gema,619,0.19000000000000003,0.7899999999999999,0.020000000000000046
1999-10-09,Sat,16,32.136731689288396,male,Mushrooms,NA,white,brown,blue,3.4230107879792544,3.9434280146903795,3.0786482323613757,3.799214727866386,1.7709009602795365,6,7,tails,O+,Keil,907,0.46,0.39,0.14999999999999997
1970-06-09,Tues,46,26.47594808997058,female,Sweet potato,soy,white,brown,green,4.167430709756678,2.890955316747977,2.549965079501335,4.081618129843804,3.4051503079900547,2,2,tails,O+,Iola,284,0.12000000000000008,0.6442456002084119,0.235754399791588
1981-06-11,Thurs,35,21.34377368593491,female,Mango,NA,hispanic,black,brown,3.789737941860017,3.1554043833115295,3.400323047361528,3.2995879048347097,3.2607213033766604,7,4,tails,O+,Jacinda,799,0.10000000000000006,0.41,0.49
1987-11-11,Wed,28,16.259831427738796,male,Ice Cream,NA,white,brown,brown,4.010918895464867,2.9392922162418715,2.7824500524396787,4.542094975865783,3.641961688110017,2,1,heads,B+,Edy,632,0.54,0.20000000000000007,0.2599999999999999
1970-11-11,Wed,45,14.152502294596706,female,Corned Beef,NA,black,black,brown,3.763730878475685,3.412738019636464,2.3281942226275514,3.516536205763604,3.180836900297006,4,5,tails,B+,Kourtni,682,0.08000000000000004,0.5700000000000001,0.34999999999999987
1977-03-10,Thurs,39,23.771457955874027,male,Sweet potato,NA,black,black,black,3.7521173341236973,3.716896587513621,3.1900800603320243,3.3412737548050275,2.3978777079311895,2,2,heads,A-,Mychal,841,0.76,0.15000000000000002,0.08999999999999997
1976-05-22,Sat,40,30.039112880866817,female,Avocado,NA,hispanic,black,brown,3.301343026848862,2.5825513149481685,3.0406439995929473,3.6401253227112154,1.3468525488728817,1,2,heads,A+,Charlene,41,0.54,0.16000000000000003,0.29999999999999993
1988-01-25,Mon,28,19.800823322072276,male,Pizza,eggs,white,light brown,brown,4.288089155095744,2.553383254249808,2.1835760416679495,3.061677940011514,3.164724733934652,6,4,tails,A-,Dartagnan,827,0.05000000000000002,0.39,0.5599999999999999
1993-09-28,Tues,22,17.312040431433573,male,Soup,NA,white,brown,hazel,3.1517843493331466,3.9274277790078322,1.9915865194638496,3.2613826030219277,2.9675981253320938,3,7,tails,O+,Robert,771,0.51,0.33999999999999997,0.15000000000000002
1993-11-27,Sat,22,28.80074586460735,male,Sushi,NA,white,brown,brown,4.813843571761117,3.5840123661122956,3.749680963180704,2.867165201042237,2.950793998628452,3,3,heads,O+,Alfonso,116,0.41,0.22999999999999998,0.36000000000000004
1975-11-24,Mon,40,22.72945027578179,female,Halibut,NA,hispanic,brown,brown,4.735020161059319,5.586630517218023,2.902220152360682,3.942170193741955,3.0720658109057633,6,3,tails,B+,Kristn,689,0.41000000000000003,0.44,0.15000000000000002
1971-08-27,Fri,44,31.61032301278253,female,Mushrooms,NA,hispanic,brown,brown,3.6855711543441343,3.3982963042194703,3.2940791552557904,3.4537325892074553,1.457786642990037,1,5,tails,O+,Jennia,778,0.18000000000000002,0.53,0.2899999999999999
1973-03-08,Thurs,43,32.42680979453065,female,Cheddar cheese,NA,white,brown,hazel,4.7240364600464675,2.7023675520357893,3.0501452194061387,4.032342391222869,2.2896567866176216,6,6,heads,A-,Cathryne,205,0.5800000000000001,0.29000000000000004,0.1299999999999999
1993-04-01,Thurs,23,32.64981057174878,female,Bacon,NA,black,black,brown,3.147593951188243,3.332270089586544,2.479765054386445,3.388665171284465,2.6751764496328003,3,2,tails,O+,Jerissa,828,0.3,0.38,0.32
1965-08-02,Mon,50,18.99367315674063,male,Ham,wheat,white,red,green,5.046869059517632,4.391196823028348,4.398482754396272,4.3589624074174615,3.058045207580992,5,4,heads,A-,Hillel,265,0.54,0.15000000000000002,0.30999999999999994
1998-02-19,Thurs,18,33.4366406222754,female,Pancakes,NA,hispanic,black,brown,3.6971013146264697,2.9538956381993957,2.4150002573258256,3.465498496766946,4.888865838825436,1,6,tails,B+,Piper,188,0.54,0.31,0.1499999999999999
1968-06-07,Fri,48,38.359804558992,male,Chicken,NA,white,light brown,brown,3.9288168978765254,4.302558753753939,2.869572745098636,3.6439068495397002,2.5931734363523553,6,6,tails,A+,Diane,426,0.11000000000000007,0.47,0.41999999999999993
1986-06-06,Fri,30,39.586579280325935,male,Turkey,NA,white,brown,brown,2.123307450022648,2.3984223375940816,4.207441522373422,4.152409860988605,3.331321551318539,7,5,tails,O+,Yoshua,238,0.35,0.51,0.14
1989-03-18,Sat,27,25.972740223517526,female,Ice Cream,NA,black,black,brown,3.790704703562134,2.473663756354884,3.8855070283144317,3.6566138307405915,2.201444609218397,2,2,heads,O+,Jayson,169,0.09999999999999999,0.55,0.35
1993-12-29,Wed,22,30.924461161896716,female,Avocado,NA,white,brown,hazel,2.2601155754648286,3.7034740514708826,4.031580241734421,3.6303761796184766,3.488779414657221,3,6,tails,A+,Willetta,547,0.38,0.54,0.07999999999999996
1984-05-29,Tues,32,39.16657167705451,female,Waffles,NA,white,light brown,green,3.949168329091155,2.445735219213236,3.027389552889295,4.717771139662378,2.869019416109544,5,1,heads,O+,Shaterra,810,0.31,0.1200000000000001,0.5699999999999998
1991-04-24,Wed,25,24.306952524310198,female,Banana,NA,hispanic,black,brown,4.653228579345908,3.754654356392818,3.5850017004934047,3.675617962016445,3.596439082841,2,7,heads,A+,Sherita,415,0.56,0.17000000000000004,0.2699999999999999
1970-10-14,Wed,45,27.748262002615544,female,Halibut,NA,white,blond,hazel,2.5142296942220077,2.7417526912157015,2.193916628618937,4.173720577454893,3.3120887335193543,6,4,tails,A+,Jillyn,943,0.33999999999999997,0.53,0.13
1962-12-20,Thurs,53,21.30175497197339,male,Watermelon,NA,white,light brown,brown,5.080218674986068,3.3521833201532383,2.061368039133553,3.9594039321439296,2.9461380251665124,3,5,tails,A+,Dionisio,514,0.11000000000000007,0.4,0.4899999999999999
1984-05-15,Tues,32,16.340978583068868,male,Sweet potato,NA,white,light brown,hazel,4.453991128608859,3.623926816271645,2.5111488224059473,3.6599200116249784,4.031718867049469,5,6,tails,B+,Eliu,651,0.49,0.3,0.20999999999999996
1982-02-15,Mon,34,24.527912426052804,male,Sweet potato,soy,white,brown,brown,3.194186128422026,3.921818607645627,3.6012326039901184,3.2669615012946402,3.1529626260976027,5,3,heads,O+,Hadley,565,0.7,0.22999999999999998,0.07000000000000006
1967-10-05,Thurs,48,24.252087005566175,male,Almonds,NA,white,brown,brown,2.580785885985091,2.8020120145135667,3.078727468943514,4.1841718689679235,3.8267405112639237,3,6,tails,O-,Dariel,456,0.04000000000000001,0.5800000000000001,0.3799999999999999
1978-07-25,Tues,38,16.399154518059916,female,Almonds,NA,white,light brown,blue,3.454289287389598,4.457563095845178,4.246541812590621,3.2583648749316043,2.7533719580326816,5,4,heads,A+,Brionca,849,0.7300000000000001,0.17000000000000004,0.09999999999999987
1965-11-07,Sun,50,31.417538948233044,male,Waffles,NA,white,brown,blue,4.965345569618248,2.8345316912864464,2.906749684644633,4.82845040744228,3.7368740877717768,2,5,tails,O+,Klint,865,0.20000000000000004,0.6631579668614899,0.1368420331385101
1965-06-16,Wed,51,29.681492943621073,female,Soup,NA,white,brown,hazel,4.762244192832932,4.1478716061552365,2.84637597785955,3.1228809855639357,3.039875237643177,5,2,heads,B-,Heidy,505,0.75,0.17,0.07999999999999996
1999-04-15,Thurs,17,13.797264548682163,male,Asparagus,NA,white,blond,green,4.102530111350008,5.016561429810407,3.020173388529629,5.413012151526618,1.8619680336524802,7,3,heads,A+,Abran,859,0.35,0.28,0.37
1982-05-19,Wed,34,25.759475156553258,female,Blueberries,NA,white,blond,brown,2.9605403275070357,1.8095710819268118,3.283714366264773,3.4761639782529006,2.231582374847676,3,6,tails,O+,Anais,374,0.5,0.4,0.09999999999999998
1991-01-05,Sat,25,20.386397917457543,female,Rice pudding,NA,black,brown,brown,3.7667215452527993,3.004956957750952,3.180868987918776,3.638781678116532,3.368123942654585,5,5,tails,A-,Mathew,787,0.45999999999999996,0.3,0.24
1987-08-27,Thurs,28,14.447232482105719,female,Steak,NA,white,brown,brown,4.606610974160031,4.127036452127756,3.2092183272720596,4.328629198152296,3.5320158042871848,2,1,heads,O-,Shantese,784,0.55,0.21000000000000008,0.23999999999999988
1992-11-24,Tues,23,16.94485778854439,male,Prawns,NA,white,brown,brown,3.8292976178229816,4.1766550480884455,2.5966959186470557,3.899580500836149,3.6009716192906063,3,7,heads,O+,Curran,337,0.46,0.18000000000000005,0.35999999999999993
1990-04-09,Mon,26,24.067588158740815,male,Beef,NA,white,blond,hazel,3.970131386547476,3.1451471812400875,3.5592729218169286,3.9061104009317527,3.3485760986238793,7,7,heads,O+,Lehi,289,0.77,0.13999999999999999,0.08999999999999997
1993-07-20,Tues,23,25.56782762360778,male,Ice Cream,NA,white,light brown,brown,3.5603049322628357,3.9498044038439506,1.5440558342281083,4.931639051446005,3.5078494735906,7,6,tails,A+,Griffith,730,0.21000000000000002,0.43,0.36000000000000004
1979-08-02,Thurs,36,24.22363239410714,male,Donuts,NA,white,brown,blue,3.5438587062152322,2.6886153403694855,3.536831957389382,4.057575832921582,2.6541610740910535,3,2,heads,A+,Dimas,80,0.47,0.1200000000000001,0.4099999999999999
1960-07-18,Mon,56,28.447023800105878,male,Banana,NA,white,blond,blue,3.920038468699885,3.7069636565126287,3.041074220510974,3.7029524794928057,4.915108505933757,2,1,tails,O+,Everton,43,0.13,0.43,0.44000000000000006
1967-07-10,Mon,49,21.396578862982764,female,Tuna,NA,hispanic,brown,brown,3.9736088686982987,3.787608741433653,5.325439643339848,3.2302685467805237,4.399018913715232,6,1,heads,O+,Rai,861,0.49,0.25,0.26
1996-06-29,Sat,20,26.814892400250262,male,Apples,NA,white,red,light blue,4.76307106964353,4.655541092034145,1.8311093250929362,4.549291601497924,3.89926346701401,1,7,heads,O+,Dontray,279,0.52,0.10000000000000009,0.3799999999999999
1997-12-13,Sat,18,25.318554908096623,male,Sweet potato,NA,white,blond,blue,3.570408565362571,4.233185346462888,4.076821252017365,4.551551181979481,3.0708110557059505,2,3,tails,A+,Serjio,397,0.08000000000000004,0.84,0.07999999999999999
1977-03-06,Sun,39,31.764831680274852,male,Corned Beef,NA,white,blond,brown,2.733490883555576,3.588889652231881,4.538462096554402,4.309049123898339,2.4235645165737116,3,6,tails,O+,Blayne,901,0.4,0.6,0.0
1974-07-20,Sat,42,22.895945671080593,male,Chicken,NA,white,brown,brown,3.5343463115831684,4.320644958882813,3.1176825617458155,3.9355464212010687,3.598074887317074,3,7,tails,B-,Jerrett,489,0.35,0.63,0.020000000000000018
1984-10-20,Sat,31,33.05274084608448,male,Mozzarella-cheese,peanuts,hispanic,black,brown,3.490089068135851,4.682543813853207,3.771736897569944,3.2232524411793717,2.357517417718776,4,1,heads,A-,Gabrial,224,0.56,0.10000000000000009,0.33999999999999986
1976-02-25,Wed,40,31.331160073266666,male,Beef,NA,hispanic,black,brown,3.282286745003348,4.963573988310659,3.0791939863548574,4.017659023848249,3.137139541492147,4,7,tails,A+,Torrance,435,0.12000000000000008,0.82,0.05999999999999997
1983-12-01,Thurs,32,36.3555111643215,female,Pineapple,NA,white,brown,blue,3.481926947081168,3.4723934928172353,2.641155407794024,4.078548180794361,4.296568857712469,7,2,tails,O-,Jaquanna,605,0.3,0.6,0.10000000000000003
1969-09-25,Thurs,46,37.2694477604148,female,Noodles,NA,white,brown,green,4.201851688939461,2.5283651948455677,3.156214268418106,2.964478391349655,3.0769993253731847,4,6,tails,O+,Denne,618,0.48,0.51,0.010000000000000009
1996-03-03,Sun,20,12.996160556163918,female,Sweet potato,NA,black,black,brown,4.776083005035926,4.288485448922172,3.3320592210191378,4.755301849056739,2.5045155465137725,6,2,tails,O-,Kjersten,71,0.10000000000000006,0.56,0.33999999999999986
1983-03-07,Mon,33,26.652746820065616,female,Cheddar cheese,NA,hispanic,brown,brown,3.5121148268771405,5.008333241791683,2.1717869814238955,4.334458401371474,3.607019174645189,7,2,heads,O+,Athanasia,944,0.33999999999999997,0.10000000000000009,0.5599999999999999
1988-01-02,Sat,28,24.80954947917638,female,Salmon,NA,white,black,blue,3.8293629918889267,6.342373071924506,3.537168676845615,4.472139402117532,3.5885829533400706,6,4,heads,O+,Dhana,733,0.54,0.28,0.17999999999999994
1979-12-01,Sat,36,19.135965241412173,female,Eggs,NA,hispanic,black,brown,3.534918676610059,3.128282806544113,2.21995030714218,3.993982524480887,2.2330983545949907,4,2,heads,O+,Tennisha,587,0.83,0.15000000000000002,0.020000000000000018
1978-03-30,Thurs,38,27.324233481562676,female,Watermelon,NA,white,blond,blue,3.302683659718853,4.404769390061203,3.701768840320074,5.099278761998261,2.2044615498043685,3,3,heads,O+,Bonita,876,0.8023553010515901,0.17000000000000004,0.027644698948409818
